,content,lable
3454,으휴 찌질한 새끼..뇌가 신선할 때 일을 하든 공부를 더 하든 뭐라도 좀 해라 일베와 서 댓글로 저게 자랑이라고 저딴 뻘글 쓰면서 칭찬받을 라카지 말고,0
3455,트바로 티 김호중 계속되는 기부에 참 대단한 신인이 다 생각했는데 그 팬덤들은 더 대단하네요. 그 가수에 그 팬덤 맞네요. 지금 힘든 상황에 계시는 분들께 많은 도움이 되었으면 좋겠네요.,1
3456,내가 반일 빨간 약 먹은 걔기가 연대 출신 사회학 교수 수업 듣고 부터였는데 ㅋㅋㅋ 성향은 좌빨이긴 한데 식민사회 연구하면서 조선은 식민지 중에선 사정이 엄청 좋은 편이었고 일본이 조선에 돈 갖다 붓기만 했다 한국의 민족주의 같은 정신적인 것부터 경제개발까지 일본 영향 안 받은 게 없다고 하드라고 하긴 팩트를 알면 어쩔 수가 없지,0
3457,솔직히 이 육대편 딱 하나는 b급 컨텐츠로 재밌게 볼 수 있고 공감을 얻을 만했다고 생각하는데 이 전/이후로는 씹노잼에 뭔 재미인지 알 수가 없음 펭 수 자체의 드립력도 노잼이고 컨텐츠도 노잼임,0
3458,문재인 탄핵 주장하는 젊은이가 더 많다,1
3459,윌리엄 긴장해야 것 네 벤틀리가 더 구여울 것 같다 ㅋㅋㅋ,1
3460,위너랑 합쳐라 yg는 문제 좀 그만 만들어라 이러다 청와대에 글 올라간 다 경찰과 yg 관계 조사해 달라고,0
3461,이상윤이 안 아주는 거는 연인 관계가 아닌 오누이 같은 위로 느낌,1
3462,걍 ~~재지 말고 눈치 보지 말고 피해주지 않는 선에서~~~ 나답게 살면 됨 그리고 가끔 한턱 내고 ㅋㅋ,1
3463,ㅋㅋㅋ 돈 떨어졌냐??? 뭐만하면 기어들어와 ㅉㅉ 연기하다가 또 니 상황 ㅈ됐다 싶으면 그냥 또 토낄려고??? 이순재 배우가 너 그 딴 식으로 해서 싫어하는 거야. 이 쁜 척은 졸라 해대면서 책임감 없는 년,0
3464,역시나 ~원수연 작가님의 팬으로써 감동적 글에 찬사를 보냅니다~ 아니 지금 이 5 공시 대입니까?6 공시대입니까?? 이렇게 나와서 시 위하지 마시고 자신의 작품에나 자체 검열하시길....,1
3465,미통닭새기들과...,0
3466,김치 좌빨들 닮앗네,0
3467,머리 좀 묶어 주셔요~~,1
3468,아니 저거 못 읽냐고 난 대답 했는디 번역 까지 해줘야 됨 초졸 새꺄?,0
3469,결혼하고 인 기 급 하락.... 왜 지???,1
3470,천주교나 불교를 봐라.. 알아서 집회 안 하쟌아..사람이 우선이지 니네 돈벌이가 중요하냐?,0
3471,자세히 보면 미 남은 아니다,1
3472,조선 절세 미녀 잘 살아요.,1
3473,나는 크리스 챤 베일을 포드 v페라리 에서 처음 뵜는데 다크 나이트에 나온 사람이라고? 하면서 놀랐는데 영상 보니까 그건 별 거 아니였구나 함,1
3474,대깨문들 죽통을 날리고 싶다.,0
3475,나도 아버지 원주세브란스 입원했을 때 근처 모텔에 며칠 투숙햇는데 소리 들리더라... 햐..꼴리면서 뭔가 자괴감 들고... 암튼 슬펏 음 ㅅㅂ..,0
3476,홍자매 재밌기만 하던데 왜 안티들이 있는지 보다 가 체널 돌리면 되요 요즘 일반인들도 성형하는데 어 제 홍진영 짜장면~~완전 ㅋㅋ,1
3477,국방부 잘한 다 화이팅 요즘 군대 짱이네,1
3478,이런 늠은 거세가 정답이다.,0
3479,죗값 받고 다시 활동하자 홧팅~,1
3480,요즘 푸른거탑 매일 업로드 하고 있는 디글입니다 :) 푸른거탑의 레전드 정진욱님 초대해 주셔서 감사합니다~~! 그리고 푸른거탑 역주행 할 수 있게 사랑해주시는 시청자 여러분들도 감사드립니다!! 근황올림픽도 대박나세요 😄,1
3481,ㅅㅂ 억울하네 난 2년 전에 산 건데 그레이 숏 패딩,0
3482,한치 같이 생겨가지고 염병을 하네,0
3483,수능 영어에서 문법 강의 2개밖에 없는 거 알지? 그래서 대부분 구문 독해 강의 많이 듣는데 김기훈 천일문 인 강 들은 애들은 병신이라서 그거 들었냐? ㅋㅋㅋ EBS에서 그래머 존 종합편으로 강의 한 건 정말 좋지만 메가 시절에는 영문법 말고는 별로였다. 오히려 독해는 김기훈 김우철 최원규 이 분들이 괜찮았지.,0
3484,이제는 포르쉐 갖고도 안 되고 벤틀리 람 볼기니 롤즈로이스 정도는 돼야 외제차 소리를 듣는 시대다. 웬만 하면 국산 사라. 그게 나 자신에게도 도움이 된다. 차값은 세금으로 급여로 협력업체에게로 지출되는 것이 고 그것들은 다시 나의 소득으로도 돌아오게 돼 있다. 이렇게 돈은 돌고 돌 수록 승수 효과를 높여서 경제를 활성화시킨다. 코로나 국면으로 어려워진 우리 경제를   조금이나마 도 우려면 국산을 써라.,1
3485,혼자는 엄두도 못 내던 일 김호중 과 함께 하니 금새 1억도 기부할 수 있는 거였어!! 김호중의 힘 김호중은 국격이 다 방황하는 어린 청소년들아 포기하지 말고 꿈을 이루어라 수재민 여러분 화이팅 하세요 일어설 수 있어요,1
3486,미국으로 시집을 많이 가 냉 하긴 한 남한테 가봤자 고생 바가지 징 잘 생각했어 굼미야,0
3487,ㅁㅊ 약쟁이 슬슬 기어 나오시구요~,0
3488,박한별도 피해자 같다 ㅠㅠ,1
3489,결혼했구나.. 이런 백치미 있는 여자가 좋지,0
3490,트리차다는 진짜 존 나 예쁘다..,0
3491,마닷이 문재인한테 찍혔나요? 부모 잘못 가지고 아예 쌩 매장을 하네 병신들,0
3492,구짱도 행복하세요,1
3493,대한민국엔 2명의 부처가 산다. 서장훈과 안 재현. 그들 덕분에 나라가 망하지 않고 유지되는 거다,1
3494,에림이... 워낙 티비에서 애기 때부터 봐와서 자그마하게 정이 가긴 하는데...열심히 해봐라 ㅡㅜ,1
3495,먼 가 내용 점점 산으로 가는 듯 처음의 신선함은 없어지고 질질 끄는 듯한 기분 보는 내내 폰 만지작 거렸어용,1
3496,하하 가자마자 추격전 큰 거 세 개 터지고 (돈가방 여드름 꼬리잡기) 가요제 2회부터 본격적으로 듀엣 하고 장기 프로젝트로 에어로빅도 하곸ㅋ 졸라 커질만한 거 많이 했음,0
3497,개인의 취향이겠지만..기대하고 시청했는데..재미가..없네요.,1
3498,여자 집에 남자가 들어갔을 때 : 외 간 남자 데려왔다고 욕함. 남자 집에 여자가 들어갔을 때 : 외 간 남자 집에 갔다고 욕함. 지들 스스로 성범죄자라고 말하고 다님 ㅋㅋㅋ 일부 남자들 반응 신박하네요. 지능 수준 바닥임,0
3499,무슨 장례식장이 패션쇼장이냐 홍정욱 행거치프는 뭐냐 병신 외국 넘이라 그런지 예의 도 몰라,0
3500,장도리로 도환이 쇄골 으스러뜨려주고 싶다♥,0
3501,블루 컬러 직업에 대한 인식이 아직도 이러니 ㅉㅉ,0
3502,여기서 난리치는 거 트 페 미년들이지?ㅋㅋ 좋아하는 가수나 배우 죽으면 애도하는 것처럼 우상이 죽어서 슬퍼하겠다는데 말이 많네 쟤들은 니들이랑 다르게 칼라거펠트가 만드는 거 좋아하고 많이 사고 했으니까 오지랖 작작 좀 ㅠㅠ,0
3503,자꾸 보다 보니 미나가 아깝다,1
3504,친화력보단 급식 시절에 찐 따 취급당해서 어떻게든 인맥 쌓고 싶어 하는 거 같은데 그게 습관돼서,0
3505,쟤는 지도 왜 그러는지 모른 거고,0
3506,노처녀 김치녀들이나 좋아할 드라마네 저거 사진에 남자 놈 똥폼 잡는 거 봐 ㅋㅋ,0
3507,됐고 이상화 허벅지 보니까 내 아랫도리가 후덜덜하다,0
3508,강다니엘 팬들 생각해서 초스피드로 달려온 거 잊지 않아. 앞으로도 같이 가자 ❤️,1
3509,시발ㅋㅋㅋ 일이 점점 더 커지놐ㅋㅋ 대책 없이 일이 크게 번져가네,0
3510,남친 얼굴은 책임져야지.......,1
3511,나치집단이랑 똑같네...대깨문들...,0
3512,이 누나도 늙네...,1
3513,오션에서 이현은 이쁘장한 곱상한 멤버였는데 ㅎㅎㅎ 24/7 이라는 노래도 참 좋았고 축 하드려요!,1
3514,짱개를 대륙이라 부르고 이상한 브금까지 넣어서 ㅁㅈㅎ,0
3515,이 작품은 이렇게 축약해서 보는 편집본으로 봐야 할 그럴 작품이 아니다... 이걸로 처음 접하는 사람들이 안쓰러울 정도.. 꼭 한 편 한 편 정성스레 모아서 보길 추천하는 바이다.,1
3516,둘 다 진심 멋지다 행복하시길~,1
3517,그냥 한석원쌤 같은 리버스 투블럭 틀 딱들만 보다 가 얼굴 좀 예쁜 여자 쌤이 가르치니 한남들 발정 나서 보는 거임,0
3518,당연한 말처럼 들리지만 다른 사람은 할 수 없는 말 같은 좋은 말씀 👍,1
3519,아무리 떠들어대도 큰 거대 여당에서 이 끌어주지 않으면 나락에 빠지는 게 이 나라 정치인의 운명임... 얼마나 문재인이 돈 빵빵 쓰고도 제대로 못하면 이런 정책에 국민들이 응원하는 지 반성해야 됨 문재인 정부 여당 대깨문들은 ㅋ,0
3520,근데 한 녀들은 대부분 저런 게 머리 속에 있어,0
3521,우리나라 댓글 보면 그것보다 더 심한 댓글도 있어.....ㅋㅋ 자기 얼굴에 침뱉는 걸로 기사 쓰지 말자 ... 좀 팩트로 기사 쓰자.... 남댓글로 기사 쓰려면 그것보다 더 심한 내용으로 하루에 1000번은 더 기사 쓸 수 있다..... 정말 기사 쓸 게 없는 모양이다....,1
3522,이런 개ㄸㄹㅇ 말은 대응을 하지 말아야 한다.,0
3523,진짜 이 노래 들으면 심장이 초등학생 때로 돌아가는 기분이다. 장난 안치고 과거로 갈 수 있는 유일한 마약 같음.,1
3524,파이란 나올 때 여신 미모 장백지 팬이였는데 ~~항상 응원합니다 ~~행복하시길,1
3525,엑소 아니면 안 봄 ㅎㅎ,1
3526,자야 하는데... 엔딩 부분 계속 보게 된다. 만 월 진짜 과거도 현재도 왜 케 슬픈지... 연기 최고 였다,1
3527,와 이런 중고딩이 쓴 거 같은 개무식 한 개똥글도 일베가 고 일베 ㅈ 망햇네 ㄹㅇ,0
3528,아프긴 멀... 기 자회견 때 저래 놓고도 안하무인이라던데 멀... 자 긴 안해도 된다는 식이라서 저 사람 눈치 보느라고 제작진들 힘들다고... 뭘 믿고 저러는지.. 싸가지 없는 연기자였어 멀...,0
3529,우왕 저런 또 라이를 신처럼 모시는 하와이치 홍어들은 사절 받는 게 정답이겠죠?,0
3530,진짜... 열애 아니구 열애설 이예요? ㅠㅜ,1
3531,쪽 빠리년은 물러가라,0
3532,좌빨들 니들이 물고 빠는 정으니 한테 장성택처럼 만들어 달라고 해라,0
3533,엄마는 우리 지훈이 믿어~,1
3534,원수 연 작가의 글에 전적으로 동의합니다. 창작물을 놓고 영화계 문학계에서는 일어난 적도 없는 일이 만화계에서는 참 쉽게도 일어나는 모습을 보면서 오랜 만 화 독자로서 참 화가 나고 슬프기까지 합니다.,1
3535,좌빨 새끼들은 내로 남불 우기는 게 답인 줄 아니까 인간 이 하 새끼들,0
3536,현영 가슴도 빨고 만지고 부럽다.,0
3537,다른 건 몰라도 공개 연인 뻔히 아는데 먹고 하고 자 고 노래 발표는 아니라 고 본다. 그 이후 동료들이 설리 가사에 대놓고 쓴 거 보니 진짜 힙합 찌질이들로 밖에 안보임,0
3538,ㅆㅅㅂ의 나라 ㅋㅋㅋ,0
3539,생각으로 끝내라. 이 때 다 라고 확신해 놓고 안 오면 무신론자들은 '또 지랄 하네 ㅋㅋㅋ' 하면서 더더욱 안 믿게 되겠지?,0
3540,좃선 니들 광고 좀 쳐다보고 이런 글 써 내로 남불 카악툇,0
3541,김민희씨 뒤돌아 보지 말고 늘 행복하세요,1
3542,축하해요~연기도 예능도 잘 보고 있습니다. 결혼생활도 알콩달콩하게~,1
3543,정신나간 것들 보기 싫음 안 보면 되지,1
3544,여기 페미꿀 꿀이들 몰려왔네 브 융신들,0
3545,위선자 더러운 짐승만도 못한 새끼들,0
3546,키.. 155. 몸무게 43.. 괜찮은 거 아닌가?,1
3547,누나 아프지 마 ㅜㅜ,1
3548,그래도 혜빈이가 그동안 잘 참아줘서 다행이네..,1
3549,개콘의 장대인데 장도 연에 캐릭터 묻힌 안나 씨 ㅠ 뜨길바랄 게요,1
3550,북어와 여자는 팰수록 맛이 난다.,0
3551,와 비주얼이 엄청난 커플이네,1
3552,그래도 진심은 느껴지네,1
3553,어제 재밋게 봤어요~ 가끔 본인을 위한 선물로 맘껏 드셨음해요,1
3554,마이크로 닷이 무슨 죄냐?이 제 떴는데 안타깝다.연예인으로 뜨는 건 복권 당첨과 비슷하다던데..안타깝다.,1
3555,걸그룹 생명은 끝났고 이 제 애낳는 거로~~?이 제 젖타령까지~~가지가 지한다,0
3556,이것이 한 번도 경험해보지 못한 국가인 건가,1
3557,아무래도 윗선에서 장자연 묻으려고 프레임을 짠거 같네. 윤지오의 발언을 거짓으로 몰아 장자연 죽음을 덮는 거지. 달을 보라고 손가락으로 가리키니 사람들이 달은 안 보고 손가락만 보는 꼴ㆍ,1
3558,구혜선 안재현을 너무 사랑하네...꼭지도 못생긴 게,0
3559,배구선수 이재영인 줄 알았네,1
3560,만화로만 봐라 하여간 나두 여자지만 ㅠㅠ 얼마나 할 일이 없으면 이런 일로 청원까지 난리야,1
3561,알 뭐 시기 빈티지가구 광고 맞습니까??,1
3562,조중동 친일 언론과 통합당도 한반도 분단 유지와 긴장조성에 안간 힘을 쓰고 있지,1
3563,코앞만 볼 줄 알고 멀리 볼 줄 모르네요. 아이들은 미래입니다. 그래서 복지가 필요한 거구요.,1
3564,헉 선생님 아직도 완전 고급 지심,1
3565,이닝 좀 먹어야 하는데 6이 닝밖에 못 던지는 에이스는 쫌 ㅠ,1
3566,심하다...백종원님 성불하세요,0
3567,인증은 니애미보지에다 쑤셔 박고 옴? 서강대에서 존홉 ㅋ 밑바닥 새낀 뭐가 달라도 다르다,0
3568,언니 멋져 염 소두다 소두,1
3569,역시 헬조선에선 금수저로 태어나야 해!!!,1
3570,자영업자들 도 끼 가는 소리 들리다~,1
3571,20여년 전 1사단 대대 인사병었는데 관심병사 3명 전화로 연장 몇 번 했음. 안 해주면 탈영병되는데. 대대장도 자기 좆될까봐 걍 해줌,0
3572,북한 이 새끼들은 아직도 70년대 스타일로 만드네ㅋㅋ,0
3573,신다은 볼수록 심 쿨 매력,1
3574,사진 보니 새삼이쁘네...예쁜 아가 낳고 행복하게 사세요~~,1
3575,아니 이 딴걸 뭘 광고를 하고 지럴 인지...너 혼자 알아도 되는 걸.. 우리가 니 백반증까지 기사로 봐야 되? 설사 변비도 말할 거니? 고만 해라 쫌,0
3576,김지원 20대 여배우 중에 제일 좋아하는데 잘됐으면 좋겠다,1
3577,성을 페미로 배우는 게 더 웃 김. 뭐까 미 친년 들아,0
3578,페미 = 빨갱이,0
3579,기상청 민영화 해야 된다...구조조정 당해가 동료들 짤리는 거 봐야 정신차리지,1
3580,계집련들 악플로 설리 죽이더니 이 젠 최자 죽이려고 하네 ㅋㅋㅋ,0
3581,쓸데없이 어려움,1
3582,앞뒤로 왔다 갔다. 정신 사납다,1
3583,부인이 참 이쁘네,1
3584,진작 이렇게 하지 그동안 너무 다큐 같았음 ㅡㅡ 유재석 박명수 정준하도 이런씩으로 하지,1
3585,내가 저기 있음 현주올인한 다 좋은 여자 임 웃어주는 사람이랑 있음 행복하지 왜 웃냐고 따지는 사람들이 이 상한 거임,1
3586,아줌마 나댄 다 또. 토니안이 혜리도 만났는데 동갑이 눈에 차겠냐고요. 근데 성이 토씨도 있었나???,0
3587,앱둥이들 또 질투의 악성 댓글 시작한 다 에 휴..삼성은 자랑스런 대한민국 기업이 다 미국에 세금 바치는 것들아~!!,1
3588,너무 재밌어 ㅋㅋㅋ 이번 주 만찬이들 사내연애하네ㅋㅋ 꿀잼이겠다,1
3589,격하게 동의..,1
3590,이런 기 사 나온 게 참.....애낳고 나면 붓기 어쩔 수 없는데 무슨 성형설 ㅡㅡ,1
3591,악플달면 삶이 좀 나아지냐?????????????,1
3592,이 거 아직도 하네 또 할배 또 세끼 또 또 사골 시리즈,0
3593,벌레들 바글바들 하네 ㅋ,0
3594,좌빨들 하는 짓거리 초등생 다 구리 터는 것보다 유치 짬뽕이다,0
3595,매력이 없음,1
3596,다 늙어서 뭔 아이돌 가수 득실거리는 데서 버틸 수 있겠냐?,0
3597,코로나로 영화 수익이 줄어든다고? 그럼 두 번은 봐야 하는 영화를 만들면 되는 거야~,1
3598,그냥 20대 허세 한 1남충과 20대 한녀 피싸개들의 콜라보지 뭘 부모 탓이야 힙합 찐따음악이나 쳐듣고 람 보르기니 마세라티 롤 렉스 구찌 Flex 이지랄 하고 계집 따먹는 자랑 SNS에는 페로몬 향수 커플룩 개강 코디 골목식당 맛집 꼭 가봐야 할 꼭 해봐야 할 이지랄로 남 보여주기 허세문화를 기업들이 나서서 바이럴 마케팅 오지게 해대는 데 행복할리가 있냐?? 저기 베트남 캄보디아  가서 낫띠따 응우옌 같은 외 노자들 일하는 거나 보면 월 20 30 따리인데 혼자서 200쳐 벌면 오히려 돈 남지벤츠 못 타서 모델 여친 못 사귀어서 명품 옷 못 입어서 존 나 배알 꼴려서 인생 탓 부모 탓 불평불만 존 나하는데 너네 부모도 그냥 대가리에 섹스 하라고 조물주가 주입시켜 놔서 섹스하고 좆물싼거뿐이다 너무 뭐라 하지 마라 그리고 돈 많아도 갑자기 꼴리거나 몸이 아프거나 우울해지거 나 등등 결핍이 찾아온다. 얘네는 결핍을 해소하는 게 쉬우니까 상대적으로 부러워 보이는 거지 결국 결핍은 근본적으로 누구나 예외 없이 생긴 다 인생은 그냥 결핍의 연속이고 그걸 해결해 나가는 과정 임배고프면 쳐먹고 똥 마려우면 똥싸고 섹스하고 앓아눕고 슬퍼하고 그런 과정을 의미 없이 반복하는 거다 인생에 대해 더 살아갈 가치가 있는지 판단해보고 선택 해봐라 ㅇㅇ 받아들일지  포기할지,0
